loan_percent_income,loan_int_rate,loan_amnt,previous_loan_defaults_on_file
0.08,12.69,11050.0,Yes
0.15,10.59,8000.0,Yes
0.06,10.37,20000.0,No
0.21,10.25,18000.0,Yes
0.12,6.92,8500.0,No
0.34,12.87,9250.0,No
0.36,12.42,21850.0,Yes
0.05,12.84,2800.0,No
0.18,16.29,4000.0,No
0.1,11.01,7000.0,No
0.06,13.55,10000.0,No
0.08,10.99,6000.0,Yes
0.09,11.01,9500.0,Yes
0.42,11.01,27575.0,Yes
0.07,5.79,5000.0,Yes
0.12,8.49,9000.0,Yes
0.19,7.74,7500.0,Yes
0.11,18.64,35000.0,No
0.02,9.99,1200.0,Yes
0.02,10.99,1400.0,No
0.33,11.01,23000.0,Yes
0.07,7.14,5000.0,No
0.02,14.79,1000.0,Yes
0.1,6.62,6300.0,Yes
0.24,11.58,8500.0,No
0.18,19.41,16000.0,No
0.1,10.95,4000.0,Yes
0.24,11.99,21000.0,No
0.04,5.79,2000.0,No
0.18,12.23,15000.0,No
0.08,11.99,8400.0,Yes
0.01,8.49,2500.0,Yes
0.04,15.62,3150.0,No
0.06,11.36,3500.0,Yes
0.21,10.37,25000.0,Yes
0.13,7.49,10000.0,No
0.38,9.63,6700.0,No
0.08,10.59,5000.0,No
0.15,12.73,15000.0,Yes
0.08,5.42,5000.0,Yes
0.07,7.51,7500.0,No
0.15,9.63,14000.0,No
0.1,11.01,24000.0,Yes
0.1,10.99,6500.0,No
0.05,15.65,7500.0,No
0.22,10.0,18000.0,Yes
0.25,10.25,20000.0,No
0.05,7.29,3000.0,Yes
0.14,11.01,13000.0,Yes
0.14,11.01,15000.0,Yes
0.04,15.23,1700.0,No
0.11,7.66,10400.0,Yes
0.29,11.01,14750.0,No
0.1,7.88,10000.0,Yes
0.13,8.9,12000.0,Yes
0.04,7.12,3000.0,Yes
0.09,7.49,10000.0,No
0.24,10.37,12000.0,Yes
0.16,12.68,2400.0,No
0.35,7.88,13000.0,No
0.06,11.83,25000.0,Yes
0.12,11.01,12000.0,No
0.12,10.65,10000.0,Yes
0.14,14.74,12800.0,Yes
0.09,13.61,4000.0,Yes
0.12,13.49,9000.0,Yes
0.04,9.63,3600.0,No
0.05,8.0,5000.0,No
0.09,14.72,5000.0,No
0.33,12.18,24250.0,No
0.22,18.3,24500.0,Yes
0.12,11.97,21000.0,Yes
0.09,7.29,12000.0,Yes
0.03,8.49,6000.0,Yes
0.14,7.29,12000.0,No
0.12,7.75,9850.0,Yes
0.21,6.03,9000.0,Yes
0.06,7.66,6000.0,No
0.11,11.83,17500.0,No
0.08,12.69,7400.0,Yes
0.36,13.49,22950.0,No
0.18,15.31,7500.0,Yes
0.18,12.73,6000.0,Yes
0.1,7.49,4000.0,No
0.05,11.01,4350.0,Yes
0.06,12.99,12900.0,Yes
0.25,11.01,6000.0,No
0.15,13.35,12000.0,Yes
0.17,11.11,15000.0,No
0.01,11.01,1000.0,No
0.14,12.87,13000.0,Yes
0.06,9.99,5500.0,Yes
0.1,11.01,14000.0,Yes
0.04,10.75,4000.0,No
0.19,9.99,5000.0,Yes
0.07,13.99,4600.0,No
0.07,11.01,5000.0,No
0.06,11.01,4000.0,No
0.09,5.42,9000.0,No
0.26,12.09,10800.0,No
0.17,7.88,15000.0,Yes
0.16,5.42,12000.0,No
0.29,12.69,14150.0,No
0.08,12.42,5600.0,Yes
0.08,11.48,6000.0,Yes
0.11,10.75,4000.0,Yes
0.22,11.01,8000.0,Yes
0.03,12.29,2100.0,No
0.1,6.99,5000.0,Yes
0.11,7.88,9000.0,No
0.07,12.29,5050.0,No
0.09,7.88,12000.0,No
0.04,9.62,2400.0,Yes
0.02,13.8,1200.0,No
0.24,6.92,5000.0,No
0.11,9.76,5000.0,No
0.06,5.79,5000.0,Yes
0.03,6.62,6000.0,Yes
0.19,11.14,15000.0,No
0.26,12.42,12000.0,No
0.03,8.49,1450.0,Yes
0.06,6.76,8000.0,No
0.18,13.85,15000.0,No
0.11,8.59,13000.0,No
0.17,12.21,6150.0,No
0.07,11.36,5000.0,No
0.33,12.42,19775.0,No
0.06,10.59,2000.0,No
0.08,11.01,3900.0,Yes
0.1,7.49,8000.0,Yes
0.28,13.06,10000.0,No
0.12,7.9,4300.0,No
0.03,10.38,5000.0,Yes
0.08,8.9,7500.0,Yes
0.1,9.88,10000.0,Yes
0.05,13.61,5000.0,Yes
0.15,13.79,7200.0,No
0.16,7.51,12000.0,Yes
0.28,16.77,10000.0,No
0.25,14.61,8700.0,No
0.24,7.9,35000.0,Yes
0.16,7.51,5000.0,Yes
0.06,6.76,4000.0,No
0.17,13.61,10000.0,No
0.16,11.34,16000.0,No
0.06,7.4,6000.0,Yes
0.11,6.92,12000.0,No
0.06,6.99,10000.0,No
0.18,13.48,10750.0,Yes
0.06,13.99,5000.0,Yes
0.02,10.37,1000.0,Yes
0.16,6.91,7000.0,Yes
0.18,10.99,12000.0,Yes
0.13,7.49,8000.0,Yes
0.14,15.68,10500.0,No
0.24,13.11,6000.0,No
0.37,6.17,14500.0,No
0.01,12.73,5950.0,No
0.08,13.57,10000.0,Yes
0.16,10.71,10000.0,Yes
0.06,6.17,6000.0,Yes
0.15,7.14,9000.0,Yes
0.35,12.53,10750.0,No
0.08,7.49,9000.0,Yes
0.25,7.91,14000.0,No
0.18,11.99,6300.0,No
0.04,7.51,5000.0,No
0.2,11.86,7500.0,No
0.15,6.62,12800.0,No
0.1,8.7,17600.0,Yes
0.12,12.98,8400.0,Yes
0.08,14.59,25000.0,Yes
0.51,10.25,25000.0,No
0.36,7.9,28000.0,No
0.2,6.99,15000.0,Yes
0.14,14.46,9000.0,No
0.21,11.99,12000.0,No
0.03,11.01,4375.0,Yes
0.02,15.7,10500.0,No
0.06,15.57,2400.0,No
0.14,13.98,10000.0,Yes
0.17,10.62,10000.0,No
0.12,11.01,15000.0,No
0.13,11.14,15000.0,Yes
0.09,9.99,10000.0,Yes
0.34,5.99,16000.0,Yes
0.05,7.88,5000.0,Yes
0.29,10.36,13000.0,No
0.27,10.38,10000.0,No
0.11,9.88,5000.0,Yes
0.17,10.99,16250.0,No
0.04,6.03,7400.0,No
0.17,15.96,10000.0,Yes
0.12,7.49,6400.0,No
0.2,10.37,12000.0,Yes
0.14,5.79,6350.0,Yes
0.11,10.99,12000.0,No
0.1,10.62,25000.0,No
0.05,6.76,7000.0,No
0.2,10.65,14000.0,Yes
0.18,9.99,2400.0,No
0.3,13.48,16000.0,No
0.18,13.06,20000.0,No
0.04,14.65,5200.0,Yes
0.05,9.88,15000.0,No
0.05,7.49,5500.0,Yes
0.04,10.75,5600.0,Yes
0.17,16.07,25000.0,Yes
0.08,11.01,4000.0,No
0.18,13.16,15000.0,No
0.07,8.9,5000.0,Yes
0.09,13.61,4000.0,Yes
0.15,11.01,12000.0,Yes
0.07,6.39,4500.0,Yes
0.02,13.72,2500.0,Yes
0.04,8.88,2250.0,Yes
0.26,14.84,8000.0,No
0.11,11.01,15000.0,Yes
0.02,10.65,2000.0,Yes
0.11,11.99,3900.0,Yes
0.33,12.36,7200.0,No
0.12,8.9,5000.0,Yes
0.06,11.01,3000.0,No
0.09,11.01,9350.0,Yes
0.23,11.48,20000.0,Yes
0.32,12.53,12300.0,Yes
0.05,7.14,1500.0,No
0.19,11.01,8500.0,No
0.07,14.74,2600.0,No
0.32,5.42,12000.0,No
0.39,13.16,15000.0,Yes
0.14,9.91,18000.0,No
0.4,11.14,14800.0,No
0.08,6.91,9000.0,No
0.19,17.49,8000.0,No
0.13,11.49,5500.0,Yes
0.22,14.27,10500.0,Yes
0.04,6.76,1000.0,Yes
0.19,11.01,8000.0,Yes
0.39,9.83,12000.0,No
0.29,7.49,18000.0,No
0.22,15.31,14800.0,No
0.19,7.49,10000.0,Yes
0.09,5.79,6550.0,No
0.08,12.61,5000.0,No
0.08,10.65,3000.0,No
0.29,18.25,20000.0,No
0.07,16.29,3600.0,No
0.54,14.74,20200.0,No
0.12,13.85,6400.0,No
0.04,10.38,3000.0,Yes
0.14,17.93,23975.0,No
0.23,14.96,11175.0,No
0.07,13.98,8000.0,Yes
0.03,14.09,5000.0,No
0.01,11.01,2000.0,No
0.13,7.88,20000.0,Yes
0.04,6.91,6275.0,Yes
0.15,15.21,25000.0,Yes
0.03,6.03,15000.0,Yes
0.21,16.77,19200.0,No
0.13,5.42,4000.0,No
0.03,6.17,5000.0,Yes
0.1,11.01,12500.0,No
0.08,5.42,4500.0,Yes
0.14,13.22,10000.0,Yes
0.04,5.42,3200.0,Yes
0.13,11.01,12000.0,Yes
0.05,11.01,5000.0,No
0.1,14.26,21000.0,Yes
0.24,14.91,20000.0,No
0.09,10.95,2800.0,Yes
0.18,7.51,18500.0,No
0.08,11.83,12000.0,Yes
0.3,10.65,8875.0,No
0.06,16.77,1400.0,No
0.21,7.88,13600.0,Yes
0.07,10.59,4000.0,Yes
0.1,10.28,7000.0,Yes
0.1,6.92,5000.0,Yes
0.19,6.92,10000.0,Yes
0.13,5.99,8000.0,Yes
0.13,18.09,10000.0,No
0.32,11.89,8000.0,No
0.16,8.59,8000.0,Yes
0.08,15.13,5000.0,No
0.17,7.51,10000.0,Yes
0.1,11.99,11000.0,No
0.07,9.63,3200.0,Yes
0.27,11.01,10625.0,No
0.08,6.54,10000.0,Yes
0.12,12.73,1500.0,No
0.34,8.9,25000.0,No
0.03,14.79,2000.0,Yes
0.03,9.01,25000.0,No
0.18,13.04,15900.0,Yes
0.02,11.46,1800.0,Yes
0.08,6.03,11000.0,Yes
0.09,9.63,10000.0,Yes
0.2,8.49,6000.0,Yes
0.15,9.63,14000.0,Yes
0.15,7.51,9000.0,Yes
0.27,15.96,26000.0,Yes
0.2,6.03,12000.0,Yes
0.27,7.9,18000.0,No
0.09,11.26,10000.0,Yes
0.08,7.88,3000.0,No
0.23,9.88,10000.0,Yes
0.06,13.98,6000.0,Yes
0.1,10.59,35000.0,No
0.12,8.59,8000.0,Yes
0.49,12.84,18000.0,No
0.06,6.92,3600.0,Yes
0.09,15.27,5000.0,No
0.04,7.14,2400.0,Yes
0.21,11.99,15000.0,No
0.21,11.99,15000.0,Yes
0.04,8.49,1400.0,No
0.09,11.86,5100.0,Yes
0.06,7.37,3000.0,Yes
0.02,14.61,14000.0,No
0.06,7.88,4600.0,No
0.12,13.79,5000.0,No
0.16,5.79,6000.0,Yes
0.07,14.35,4000.0,No
0.18,13.11,16000.0,No
0.07,13.23,8000.0,Yes
0.06,8.94,5000.0,No
0.02,15.65,2000.0,Yes
0.28,10.37,6400.0,No
0.03,7.51,8400.0,Yes
0.19,5.42,11050.0,No
0.16,8.49,24000.0,No
0.11,13.23,6000.0,No
0.25,10.65,13650.0,No
0.24,6.62,7000.0,No
0.23,8.49,15000.0,No
0.13,12.73,20000.0,Yes
0.34,8.9,10000.0,No
0.14,10.59,8500.0,No
0.1,13.61,15200.0,Yes
0.14,13.57,10000.0,Yes
0.12,7.51,8400.0,No
0.09,11.01,20000.0,Yes
0.12,13.16,12000.0,Yes
0.19,5.99,16000.0,Yes
0.3,11.01,16000.0,No
0.08,6.03,4800.0,Yes
0.2,11.83,5000.0,No
0.06,12.99,5000.0,Yes
0.15,10.62,17000.0,Yes
0.1,11.01,24000.0,Yes
0.02,13.49,3500.0,Yes
0.12,13.35,14400.0,No
0.13,11.01,18500.0,No
0.08,15.31,5000.0,No
0.37,17.99,35000.0,No
0.08,5.99,9600.0,No
0.13,11.01,8875.0,Yes
0.1,11.83,12000.0,No
0.05,11.49,4000.0,No
0.23,11.01,20675.0,No
0.19,11.01,10000.0,Yes
0.24,7.9,6250.0,Yes
0.07,11.12,6000.0,No
0.1,11.71,4400.0,Yes
0.27,6.17,20000.0,Yes
0.07,11.86,5000.0,No
0.08,10.08,7500.0,Yes
0.11,5.79,4200.0,Yes
0.08,5.99,5000.0,No
0.15,10.99,10000.0,Yes
0.05,14.96,5000.0,Yes
0.11,8.94,11100.0,Yes
0.18,13.06,13400.0,Yes
0.05,12.18,2725.0,No
0.28,13.57,9600.0,No
0.06,8.59,10000.0,Yes
0.12,10.65,8500.0,Yes
0.14,9.99,7200.0,Yes
0.08,5.79,6500.0,No
0.28,15.95,10000.0,No
0.1,12.53,5000.0,Yes
0.05,6.62,3800.0,No
0.26,10.37,10000.0,No
0.19,10.0,7000.0,No
0.18,16.49,6600.0,No
0.11,14.65,10000.0,Yes
0.2,12.87,12000.0,Yes
0.17,7.9,16425.0,Yes
0.22,11.36,21000.0,Yes
0.17,11.34,15250.0,No
0.3,11.99,11200.0,No
0.15,9.91,10000.0,No
0.01,11.01,1000.0,Yes
0.03,14.96,2000.0,No
0.29,7.88,17000.0,No
0.04,9.99,2500.0,Yes
0.12,13.23,4800.0,No
0.12,17.74,20000.0,Yes
0.18,11.86,25000.0,Yes
0.22,10.0,18000.0,Yes
0.1,9.99,4500.0,Yes
0.11,16.35,11000.0,Yes
0.17,10.62,10000.0,No
0.1,7.49,3000.0,Yes
0.02,11.01,5000.0,Yes
0.05,8.59,2300.0,Yes
0.08,11.01,10000.0,No
0.11,6.62,12000.0,No
0.09,11.01,5000.0,Yes
0.17,17.19,25000.0,No
0.03,11.01,1800.0,No
0.04,6.03,3000.0,Yes
0.13,11.66,10000.0,Yes
0.35,14.65,18000.0,No
0.06,6.91,9600.0,Yes
0.03,11.01,1500.0,No
0.21,13.47,9000.0,Yes
0.07,8.9,4000.0,No
0.06,11.49,3500.0,Yes
0.16,6.03,12000.0,Yes
0.04,13.49,2500.0,Yes
0.25,14.09,15000.0,No
0.01,13.35,3000.0,No
0.03,7.9,3000.0,No
0.3,14.83,19000.0,No
0.16,11.01,20000.0,No
0.3,14.27,17375.0,No
0.04,6.62,5150.0,No
0.07,8.9,7500.0,No
0.13,14.91,10800.0,No
0.22,11.86,12000.0,Yes
0.11,14.72,2400.0,No
0.32,8.9,12000.0,No
0.05,12.23,6000.0,No
0.2,10.0,18050.0,No
0.09,11.01,9000.0,Yes
0.07,8.59,3600.0,Yes
0.13,10.36,6000.0,Yes
0.2,10.36,14000.0,No
0.2,10.62,13000.0,Yes
0.33,5.99,16000.0,Yes
0.2,6.99,19150.0,Yes
0.06,7.14,7000.0,No
0.16,14.96,15000.0,No
0.1,14.26,12000.0,No
0.04,7.9,1400.0,Yes
0.09,11.01,7000.0,Yes
0.11,9.99,7125.0,No
0.11,12.98,12000.0,No
0.08,16.32,15000.0,Yes
0.14,16.07,5000.0,No
0.08,15.23,4000.0,Yes
0.06,11.71,3300.0,Yes
0.32,15.31,24250.0,No
0.09,13.98,7200.0,Yes
0.16,13.11,4000.0,No
0.08,5.99,2000.0,No
0.41,11.01,15000.0,No
0.09,6.62,6000.0,No
0.1,6.62,10000.0,Yes
0.12,9.63,15000.0,Yes
0.07,6.99,3600.0,Yes
0.11,11.89,7000.0,Yes
0.24,7.9,13250.0,Yes
0.1,11.36,4200.0,Yes
0.04,12.87,5000.0,No
0.08,7.29,3000.0,Yes
0.08,13.79,7000.0,No
0.17,15.45,10000.0,No
0.07,11.12,3000.0,No
0.03,12.69,4000.0,Yes
0.15,11.12,25000.0,No
0.2,6.91,22000.0,Yes
0.19,15.27,7200.0,No
0.07,17.04,10000.0,Yes
0.21,14.26,20000.0,No
0.23,11.83,12800.0,Yes
0.07,11.01,5000.0,Yes
0.33,11.01,13275.0,No
0.06,8.49,11000.0,No
0.15,12.21,8000.0,Yes
0.07,11.01,9600.0,Yes
0.08,12.21,2525.0,No
0.43,10.59,25000.0,No
0.08,9.32,5900.0,Yes
0.07,11.12,1700.0,Yes
0.12,7.51,8400.0,No
0.08,6.03,6075.0,Yes
0.13,12.69,10000.0,No
0.22,7.88,12000.0,Yes
0.15,11.01,20000.0,No
0.45,11.49,17725.0,No
0.05,13.61,4500.0,Yes
0.25,7.9,10625.0,Yes
0.05,12.61,3000.0,Yes
0.04,9.33,3275.0,No
0.03,9.63,7800.0,No
0.09,10.62,5000.0,No
0.26,13.48,12000.0,No
0.2,14.54,12000.0,No
0.23,10.99,9600.0,Yes
0.17,11.01,8000.0,Yes
0.03,11.11,2400.0,Yes
0.07,7.51,6000.0,Yes
0.08,5.42,10000.0,Yes
0.05,7.9,5000.0,Yes
0.05,6.03,3625.0,No
0.03,14.91,1000.0,No
0.08,14.96,6400.0,No
0.17,11.83,15000.0,Yes
0.15,7.51,12000.0,Yes
0.09,5.42,15000.0,Yes
0.02,15.23,3600.0,Yes
0.07,11.01,4000.0,No
0.12,11.01,9000.0,Yes
0.3,11.83,7750.0,Yes
0.15,5.99,7500.0,No
0.14,14.91,7000.0,No
0.09,16.35,15000.0,Yes
0.08,6.62,6000.0,No
0.08,8.0,7000.0,No
0.11,6.54,10000.0,No
0.37,12.53,15250.0,Yes
0.06,6.17,2275.0,Yes
0.35,14.22,12000.0,No
0.05,11.99,3000.0,No
0.21,11.01,20000.0,No
0.08,5.42,8000.0,Yes
0.2,12.53,12000.0,No
0.05,11.01,6000.0,No
0.09,12.21,10000.0,Yes
0.07,11.48,1500.0,No
0.11,10.59,4000.0,Yes
0.2,10.75,10000.0,No
0.09,14.27,10000.0,Yes
0.04,13.23,8000.0,Yes
0.08,11.01,6600.0,Yes
0.14,14.59,7600.0,No
0.04,11.49,3000.0,No
0.12,11.49,7000.0,Yes
0.27,18.53,19400.0,Yes
0.18,12.53,9000.0,Yes
0.13,14.84,2750.0,No
0.15,11.36,10000.0,No
0.21,8.94,10000.0,No
0.22,15.28,14000.0,No
0.15,12.99,7175.0,Yes
0.01,5.42,6500.0,No
0.12,10.25,10000.0,Yes
0.06,14.17,6000.0,Yes
0.25,19.42,8575.0,No
0.08,15.99,8400.0,No
0.17,11.01,18000.0,Yes
0.07,6.99,8000.0,No
0.18,15.31,12000.0,No
0.32,13.49,10000.0,Yes
0.05,6.99,3000.0,Yes
0.21,11.01,10000.0,No
0.22,17.58,20000.0,No
0.26,6.54,20000.0,No
0.15,11.01,9000.0,No
0.27,6.76,4800.0,No
0.08,10.99,12000.0,Yes
0.17,8.49,6500.0,Yes
0.27,13.99,16200.0,No
0.07,7.29,7000.0,No
0.05,10.37,3000.0,Yes
0.13,10.62,12000.0,Yes
0.14,10.62,10000.0,Yes
0.12,7.9,5000.0,No
0.15,15.99,15000.0,Yes
0.08,11.99,21000.0,Yes
0.11,12.21,16000.0,Yes
0.05,9.32,8000.0,No
0.1,10.74,14400.0,Yes
0.14,10.99,21000.0,Yes
0.16,11.48,18000.0,No
0.13,15.33,9000.0,No
0.03,11.99,5000.0,No
0.31,14.27,14000.0,Yes
0.16,8.49,18000.0,Yes
0.1,5.42,5000.0,Yes
0.06,11.49,3575.0,Yes
0.12,16.77,15000.0,Yes
0.17,6.91,20000.0,No
0.07,16.82,3000.0,Yes
0.05,11.14,8000.0,Yes
0.14,11.48,24250.0,Yes
0.05,6.76,8000.0,Yes
0.05,8.9,2400.0,Yes
0.13,7.49,10000.0,No
0.1,13.49,7000.0,No
0.07,11.89,6000.0,Yes
0.07,5.42,6000.0,No
0.04,5.99,6450.0,No
0.18,7.88,12300.0,Yes
0.37,7.9,18825.0,No
0.15,11.01,13800.0,Yes
0.01,11.71,1000.0,No
0.09,9.91,6000.0,Yes
0.18,15.95,16000.0,Yes
0.05,11.01,2400.0,Yes
0.07,14.35,2000.0,No
0.38,11.01,10000.0,No
0.03,6.03,3600.0,No
0.16,6.91,5000.0,No
0.29,8.94,10500.0,Yes
0.05,6.99,3200.0,No
0.04,12.53,6250.0,Yes
0.08,9.91,10400.0,No
0.13,13.47,7500.0,No
0.16,8.94,18000.0,Yes
0.1,11.01,10000.0,No
0.11,16.49,10000.0,Yes
0.06,12.98,7000.0,No
0.12,16.29,8000.0,No
0.05,5.79,2500.0,No
0.42,11.01,15075.0,No
0.06,6.99,8325.0,Yes
0.03,13.04,2800.0,No
0.06,13.22,7500.0,Yes
0.04,12.99,11275.0,No
0.22,10.99,7000.0,Yes
0.03,5.99,4000.0,Yes
0.05,6.17,5000.0,No
0.2,7.49,9000.0,No
0.11,8.49,5000.0,Yes
0.25,16.77,20000.0,Yes
0.15,16.49,8000.0,No
0.06,6.54,10000.0,Yes
0.05,6.76,3200.0,Yes
0.05,8.59,5125.0,Yes
0.06,7.51,6000.0,No
0.06,7.49,3000.0,Yes
0.09,14.11,3600.0,No
0.11,8.94,12000.0,No
0.18,19.74,18000.0,No
0.2,6.91,15000.0,Yes
0.31,9.99,11450.0,No
0.2,9.99,6500.0,Yes
0.23,9.63,14675.0,Yes
0.01,6.54,10000.0,Yes
0.01,11.01,10000.0,Yes
0.03,12.69,30000.0,No
0.01,11.01,6000.0,Yes
0.42,11.01,35000.0,No
0.36,11.01,35000.0,No
0.36,11.99,35000.0,No
0.03,12.18,25000.0,No
0.03,11.01,20000.0,No
0.03,12.53,25000.0,Yes
0.05,15.99,35000.0,No
0.34,8.9,35000.0,No
0.04,12.61,25000.0,No
0.07,11.01,35000.0,No
0.03,7.9,16000.0,No
0.22,14.54,35000.0,No
0.07,7.9,35000.0,Yes
0.01,12.61,6000.0,Yes
0.06,9.91,28000.0,No
0.04,11.49,18000.0,Yes
0.02,11.49,9000.0,No
0.39,11.01,32400.0,No
0.34,18.79,30600.0,No
0.04,10.62,15000.0,No
0.03,13.43,10000.0,Yes
0.05,17.93,20000.0,Yes
0.03,17.27,10000.0,Yes
0.45,9.91,30000.0,No
0.13,12.69,1950.0,No
0.07,11.49,25000.0,No
0.28,15.99,30000.0,No
0.31,7.29,4800.0,No
0.01,14.26,5000.0,Yes
0.11,9.91,30000.0,Yes
0.07,10.37,24000.0,Yes
0.07,12.69,21000.0,Yes
0.06,14.96,20000.0,Yes
0.1,14.27,31400.0,Yes
0.41,18.62,28000.0,No
0.13,9.88,2000.0,No
0.02,9.99,5000.0,No
0.07,7.88,20000.0,No
0.01,13.11,4200.0,No
0.01,7.14,4000.0,No
0.09,15.31,25000.0,No
0.25,14.27,26000.0,No
0.05,11.83,15000.0,Yes
0.09,15.58,25000.0,Yes
0.43,12.18,25000.0,No
0.08,12.69,22200.0,Yes
0.13,15.62,35000.0,Yes
0.04,11.01,10000.0,Yes
0.12,10.99,25000.0,No
0.1,10.37,25000.0,Yes
0.08,6.17,20000.0,Yes
0.06,13.47,16000.0,Yes
0.05,9.63,12000.0,Yes
0.42,17.04,25000.0,No
0.06,12.04,15000.0,Yes
0.05,12.23,12450.0,No
0.34,9.99,25000.0,No
0.02,11.01,5000.0,No
0.1,7.9,25000.0,Yes
0.03,10.99,7000.0,No
0.02,5.42,6000.0,No
0.02,7.49,4800.0,No
0.06,7.49,14000.0,Yes
0.1,15.57,25000.0,No
0.1,15.2,25000.0,Yes
0.0,10.38,1000.0,No
0.1,10.75,25000.0,No
0.07,10.99,18000.0,Yes
0.31,17.56,25000.0,No
0.08,11.48,20000.0,No
0.37,11.01,25000.0,No
0.29,19.41,25000.0,No
0.02,7.9,5600.0,Yes
0.11,5.99,25600.0,Yes
0.11,14.79,25000.0,Yes
0.09,11.48,20000.0,No
0.3,14.59,25000.0,No
0.03,13.16,8000.0,No
0.38,5.42,7000.0,No
0.1,17.04,20000.0,No
0.01,6.39,3000.0,Yes
0.09,11.36,20000.0,Yes
0.03,14.27,6000.0,Yes
0.19,11.01,3500.0,No
0.24,12.87,25000.0,Yes
0.24,11.86,25000.0,No
0.11,9.99,24000.0,Yes
0.05,5.99,10000.0,No
0.14,11.01,24000.0,No
0.26,16.02,25000.0,No
0.25,12.87,25000.0,No
0.06,7.51,11800.0,Yes
0.1,9.99,21000.0,No
0.21,19.41,25000.0,Yes
0.23,19.66,25000.0,No
0.27,13.92,5000.0,No
0.26,7.74,5000.0,No
0.23,15.65,25000.0,No
0.07,9.76,15000.0,No
0.03,13.35,6500.0,Yes
0.22,13.11,25000.0,No
0.12,9.62,25000.0,Yes
0.12,11.12,25000.0,No
0.12,16.45,25000.0,Yes
0.19,10.99,25000.0,Yes
0.21,19.04,25000.0,No
0.04,9.91,7200.0,Yes
0.16,7.49,32000.0,Yes
0.08,12.99,17000.0,No
0.18,11.01,25000.0,No
0.2,12.53,25000.0,No
0.17,13.06,25000.0,No
0.21,15.7,25000.0,No
0.2,15.7,4000.0,No
0.16,14.59,25000.0,No
0.14,11.01,25000.0,Yes
0.1,15.65,19800.0,No
0.13,16.82,25000.0,No
0.1,13.23,2000.0,No
0.05,13.8,25000.0,No
0.16,10.99,3300.0,No
0.12,6.54,24000.0,Yes
0.23,11.01,24250.0,Yes
0.26,15.65,24250.0,No
0.29,15.58,24250.0,No
0.06,14.11,10000.0,No
0.26,16.0,24250.0,No
0.14,5.42,3000.0,No
0.16,11.01,24250.0,Yes
0.17,13.92,24250.0,No
0.15,12.87,24250.0,No
0.44,10.65,24000.0,No
0.2,7.51,4375.0,No
0.05,16.29,1000.0,No
0.36,12.53,24000.0,No
0.33,13.85,24000.0,No
0.26,7.9,5875.0,No
0.18,11.97,3975.0,No
0.13,11.01,2800.0,No
0.19,5.42,4375.0,No
0.27,14.09,24000.0,No
0.29,15.31,24000.0,No
0.25,11.12,24000.0,No
0.24,8.49,24000.0,Yes
0.2,10.99,24000.0,No
0.2,11.99,24000.0,Yes
0.13,5.42,3000.0,No
0.15,9.91,24000.0,No
0.33,6.91,23800.0,No
0.5,11.01,23500.0,No
0.3,14.26,23500.0,No
0.07,13.47,1500.0,Yes
0.23,12.36,23000.0,No
0.28,14.11,22400.0,No
0.22,20.0,22250.0,No
0.47,18.78,22000.0,No
0.32,10.75,22000.0,No
0.25,10.62,22000.0,No
0.22,10.99,22000.0,Yes
0.2,18.79,22000.0,No
0.15,11.49,22000.0,No
0.11,10.99,22000.0,No
0.29,11.01,7000.0,No
0.43,12.99,21250.0,No
0.41,7.49,21000.0,No
0.3,10.83,21000.0,No
0.29,14.11,21000.0,No
0.22,11.36,21000.0,No
0.19,11.63,21000.0,No
0.16,11.11,21000.0,No
0.24,11.14,6000.0,No
0.09,10.37,21000.0,No
0.35,14.59,20500.0,No
0.24,10.37,20400.0,No
0.24,13.06,20400.0,Yes
0.43,12.41,20000.0,No
0.12,12.69,3000.0,Yes
0.41,7.49,20000.0,No
0.44,11.71,20000.0,No
0.37,11.36,20000.0,No
0.34,13.61,20000.0,No
0.39,14.25,20000.0,No
0.37,20.0,20000.0,No
0.33,13.85,20000.0,No
0.33,11.01,20000.0,No
0.36,12.53,20000.0,No
0.2,7.14,5000.0,No
0.36,14.61,20000.0,No
0.16,5.99,3900.0,No
0.26,12.68,20000.0,No
0.26,11.11,20000.0,No
0.25,10.74,20000.0,No
0.25,10.25,20000.0,No
0.25,16.71,20000.0,No
0.25,15.33,20000.0,No
0.25,14.59,20000.0,Yes
0.11,13.43,3000.0,Yes
0.23,12.69,20000.0,Yes
0.06,11.12,1500.0,No
0.22,11.14,20000.0,No
0.22,6.03,6000.0,Yes
0.22,13.22,20000.0,Yes
0.22,11.99,20000.0,Yes
0.18,15.23,4750.0,Yes
0.08,8.49,2100.0,No
0.13,13.61,3500.0,No
0.29,6.99,8000.0,Yes
0.2,9.64,20000.0,No
0.23,14.54,20000.0,No
0.16,13.79,20000.0,Yes
0.18,14.46,20000.0,No
0.15,6.91,20000.0,Yes
0.15,10.38,20000.0,Yes
0.15,6.91,20000.0,Yes
0.15,16.32,20000.0,No
0.14,13.47,20000.0,No
0.13,11.01,20000.0,No
0.23,8.9,6400.0,No
0.11,19.47,20000.0,No
0.11,10.08,20000.0,No
0.25,7.29,7000.0,No
0.1,11.01,20000.0,Yes
0.02,11.01,20000.0,Yes
0.27,7.88,7750.0,No
0.42,11.48,12000.0,Yes
0.05,9.25,1000.0,Yes
0.34,10.38,10000.0,Yes
0.04,14.84,1000.0,No
0.32,14.96,19000.0,No
0.26,12.53,7750.0,No
0.21,10.65,6200.0,No
