person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
34.0,female,Bachelor,91099.0,10,MORTGAGE,4000.0,MEDICAL,13.92,0.04,7.0,661,No,0
29.0,male,High School,56426.0,7,MORTGAGE,7500.0,HOMEIMPROVEMENT,14.35,0.13,5.0,602,No,0
21.0,male,Bachelor,18995.0,0,RENT,3600.0,PERSONAL,15.95,0.19,2.0,666,No,1
31.0,male,Master,81178.0,10,MORTGAGE,3000.0,DEBTCONSOLIDATION,10.65,0.04,9.0,669,Yes,0
29.0,female,Associate,62238.0,2,MORTGAGE,25000.0,PERSONAL,11.49,0.4,10.0,650,Yes,0
43.0,male,High School,74422.0,17,RENT,11026.0,DEBTCONSOLIDATION,15.97,0.15,12.0,699,No,1
24.0,male,High School,106491.0,1,MORTGAGE,14154.0,PERSONAL,10.38,0.13,3.0,640,Yes,0
43.0,female,Doctorate,55997.0,23,RENT,13000.0,MEDICAL,15.7,0.23,15.0,617,No,1
29.0,male,Master,51478.0,9,RENT,11300.0,MEDICAL,9.99,0.22,5.0,651,No,0
31.0,male,Bachelor,30135.0,9,RENT,4400.0,MEDICAL,15.62,0.15,7.0,650,No,1
29.0,male,Bachelor,91031.0,3,MORTGAGE,16950.0,EDUCATION,10.37,0.19,10.0,638,Yes,0
26.0,female,Bachelor,140048.0,5,MORTGAGE,21520.0,EDUCATION,14.39,0.15,5.0,608,No,0
41.0,male,Doctorate,44987.0,17,RENT,7500.0,MEDICAL,10.96,0.17,14.0,620,No,0
22.0,female,Bachelor,38823.0,0,RENT,12000.0,DEBTCONSOLIDATION,5.42,0.31,2.0,604,No,1
27.0,female,High School,36410.0,5,RENT,7000.0,EDUCATION,9.78,0.19,6.0,658,No,1
25.0,male,High School,73085.0,3,MORTGAGE,7000.0,VENTURE,11.01,0.1,3.0,639,No,0
21.0,female,High School,78927.0,0,RENT,10000.0,VENTURE,13.47,0.13,3.0,619,Yes,0
39.0,male,Associate,66860.0,19,OWN,13000.0,HOMEIMPROVEMENT,13.98,0.19,14.0,551,Yes,0
29.0,female,Bachelor,79031.0,9,MORTGAGE,16000.0,PERSONAL,12.87,0.2,10.0,684,No,0
22.0,female,Bachelor,67324.0,0,MORTGAGE,10000.0,VENTURE,5.79,0.15,2.0,698,No,0
23.0,female,Associate,103435.0,0,MORTGAGE,4000.0,EDUCATION,6.76,0.04,4.0,582,Yes,0
32.0,female,Bachelor,70643.0,9,MORTGAGE,6214.0,PERSONAL,10.44,0.09,7.0,525,No,0
23.0,female,Bachelor,55174.0,2,MORTGAGE,10000.0,MEDICAL,12.21,0.18,2.0,720,No,0
27.0,male,High School,72730.0,3,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.86,0.21,8.0,625,No,0
32.0,male,Associate,189040.0,11,MORTGAGE,25000.0,EDUCATION,10.62,0.13,8.0,643,No,0
27.0,male,Associate,109343.0,6,RENT,10000.0,VENTURE,14.27,0.09,8.0,631,Yes,0
26.0,female,Master,63342.0,0,MORTGAGE,5000.0,MEDICAL,15.13,0.08,4.0,586,Yes,0
25.0,male,Associate,94644.0,2,MORTGAGE,3000.0,DEBTCONSOLIDATION,11.48,0.03,3.0,599,No,1
23.0,female,High School,52558.0,2,MORTGAGE,3600.0,VENTURE,15.62,0.07,3.0,587,Yes,0
46.0,female,High School,223521.0,24,MORTGAGE,20000.0,VENTURE,11.36,0.09,15.0,708,Yes,0
26.0,male,Master,209393.0,2,MORTGAGE,10000.0,VENTURE,11.71,0.05,4.0,585,Yes,0
22.0,female,Associate,66013.0,1,MORTGAGE,7000.0,PERSONAL,8.94,0.11,2.0,577,No,0
27.0,female,Bachelor,61537.0,4,RENT,12000.0,VENTURE,9.91,0.2,7.0,660,Yes,0
37.0,male,Bachelor,97218.0,12,MORTGAGE,25000.0,PERSONAL,13.32,0.26,9.0,702,No,0
25.0,male,Bachelor,91023.0,3,MORTGAGE,7500.0,VENTURE,12.61,0.08,4.0,621,No,0
29.0,male,High School,93670.0,6,MORTGAGE,21600.0,HOMEIMPROVEMENT,13.85,0.23,7.0,706,No,0
30.0,male,High School,182738.0,8,MORTGAGE,17525.0,HOMEIMPROVEMENT,12.72,0.1,7.0,589,Yes,0
29.0,female,Associate,53140.0,8,RENT,4041.0,MEDICAL,12.85,0.08,8.0,565,Yes,0
25.0,female,Associate,121126.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.38,0.1,4.0,674,Yes,0
27.0,male,High School,58388.0,4,RENT,4000.0,EDUCATION,6.03,0.07,6.0,590,No,1
31.0,female,Master,140734.0,6,RENT,8900.0,PERSONAL,10.0,0.06,5.0,595,Yes,0
23.0,male,Bachelor,32433.0,3,MORTGAGE,7800.0,DEBTCONSOLIDATION,10.59,0.24,4.0,633,Yes,0
25.0,female,Bachelor,49260.0,1,RENT,15000.0,EDUCATION,12.58,0.3,3.0,720,No,1
29.0,male,Associate,104378.0,8,MORTGAGE,8000.0,PERSONAL,12.99,0.08,8.0,670,Yes,0
23.0,male,Bachelor,50829.0,0,RENT,12000.0,EDUCATION,10.65,0.24,4.0,608,Yes,0
23.0,male,Master,67033.0,0,MORTGAGE,15000.0,EDUCATION,11.01,0.22,4.0,640,Yes,0
40.0,male,Bachelor,85896.0,15,MORTGAGE,7000.0,EDUCATION,15.38,0.08,12.0,585,Yes,0
39.0,female,High School,36892.0,18,RENT,8938.0,MEDICAL,8.78,0.24,17.0,622,No,0
22.0,female,Bachelor,29670.0,0,RENT,3000.0,DEBTCONSOLIDATION,11.01,0.1,4.0,650,No,1
32.0,male,Associate,36362.0,12,MORTGAGE,7000.0,EDUCATION,10.0,0.19,7.0,693,No,1
32.0,male,Master,69160.0,9,OWN,12000.0,PERSONAL,14.96,0.17,10.0,685,No,0
24.0,female,Associate,130690.0,3,MORTGAGE,9950.0,EDUCATION,14.96,0.08,4.0,585,Yes,0
38.0,female,Associate,29771.0,19,MORTGAGE,1500.0,DEBTCONSOLIDATION,10.13,0.05,14.0,661,Yes,0
22.0,female,Bachelor,37014.0,0,MORTGAGE,1750.0,MEDICAL,10.99,0.05,4.0,664,No,0
24.0,male,Associate,54639.0,0,OWN,4704.0,EDUCATION,10.63,0.09,2.0,617,Yes,0
22.0,male,Bachelor,39300.0,0,RENT,8400.0,EDUCATION,11.49,0.21,4.0,642,Yes,0
29.0,male,Bachelor,75805.0,1,RENT,3500.0,HOMEIMPROVEMENT,10.99,0.05,5.0,678,No,0
28.0,male,Master,36872.0,5,MORTGAGE,7500.0,PERSONAL,11.78,0.2,9.0,595,Yes,0
35.0,female,Master,241228.0,9,MORTGAGE,18000.0,HOMEIMPROVEMENT,10.99,0.07,10.0,718,Yes,0
26.0,male,Bachelor,103519.0,3,MORTGAGE,20000.0,PERSONAL,15.82,0.19,4.0,649,No,1
31.0,male,Associate,41990.0,6,RENT,2400.0,MEDICAL,12.21,0.06,5.0,625,Yes,0
28.0,female,Bachelor,65662.0,3,RENT,5000.0,DEBTCONSOLIDATION,13.1,0.08,9.0,626,No,1
31.0,male,Associate,128116.0,8,MORTGAGE,15000.0,DEBTCONSOLIDATION,7.88,0.12,7.0,527,Yes,0
32.0,male,Associate,39496.0,8,RENT,7200.0,MEDICAL,12.95,0.18,5.0,662,Yes,0
36.0,female,High School,43227.0,12,MORTGAGE,7500.0,HOMEIMPROVEMENT,11.01,0.17,13.0,690,Yes,0
35.0,female,High School,111262.0,11,MORTGAGE,4972.0,VENTURE,10.57,0.04,10.0,591,Yes,0
22.0,male,Associate,58619.0,0,RENT,4650.0,MEDICAL,10.99,0.08,4.0,621,Yes,0
23.0,male,Associate,78722.0,3,MORTGAGE,2275.0,DEBTCONSOLIDATION,11.01,0.03,2.0,651,Yes,0
33.0,female,High School,25115.0,10,RENT,7000.0,DEBTCONSOLIDATION,9.45,0.28,8.0,608,No,1
34.0,female,Master,118676.0,13,OWN,16000.0,EDUCATION,10.99,0.13,5.0,660,Yes,0
43.0,male,Bachelor,40771.0,18,RENT,6000.0,DEBTCONSOLIDATION,15.62,0.15,14.0,637,No,1
27.0,male,Bachelor,83946.0,3,RENT,9000.0,PERSONAL,16.77,0.11,6.0,594,No,1
25.0,female,Bachelor,43329.0,2,RENT,4000.0,MEDICAL,10.99,0.09,3.0,641,Yes,0
37.0,male,High School,72878.0,14,RENT,6000.0,VENTURE,12.69,0.08,11.0,651,No,0
26.0,female,High School,40692.0,8,RENT,10000.0,PERSONAL,11.71,0.25,3.0,618,Yes,0
21.0,male,Bachelor,37588.0,0,MORTGAGE,7550.0,HOMEIMPROVEMENT,13.22,0.2,4.0,586,No,1
26.0,male,Associate,61147.0,3,MORTGAGE,5400.0,DEBTCONSOLIDATION,8.9,0.09,2.0,684,Yes,0
28.0,male,High School,45626.0,7,RENT,6483.0,MEDICAL,11.01,0.14,8.0,563,Yes,0
35.0,male,High School,67051.0,14,RENT,9000.0,DEBTCONSOLIDATION,10.25,0.13,6.0,576,Yes,0
28.0,female,Bachelor,58629.0,6,RENT,4000.0,PERSONAL,14.35,0.07,10.0,704,No,0
25.0,male,Associate,62963.0,4,RENT,6262.0,MEDICAL,6.61,0.1,4.0,634,No,0
25.0,female,High School,116238.0,6,MORTGAGE,4768.0,VENTURE,11.42,0.04,4.0,514,Yes,0
23.0,female,Associate,66956.0,2,MORTGAGE,1469.0,EDUCATION,12.11,0.02,3.0,641,Yes,0
29.0,female,High School,48948.0,5,RENT,10000.0,HOMEIMPROVEMENT,11.61,0.2,9.0,616,No,1
22.0,male,Bachelor,30922.0,0,RENT,2500.0,EDUCATION,7.51,0.08,4.0,622,Yes,0
26.0,female,Associate,72823.0,3,RENT,12000.0,HOMEIMPROVEMENT,10.65,0.16,3.0,621,Yes,0
30.0,female,Bachelor,173263.0,5,MORTGAGE,4926.0,DEBTCONSOLIDATION,16.04,0.03,7.0,581,No,0
26.0,female,Bachelor,94635.0,2,RENT,24250.0,HOMEIMPROVEMENT,17.56,0.26,3.0,643,No,1
24.0,male,Associate,49047.0,0,RENT,10000.0,DEBTCONSOLIDATION,7.88,0.2,3.0,666,Yes,0
23.0,female,Master,36926.0,0,RENT,1450.0,EDUCATION,15.58,0.04,3.0,595,No,1
37.0,male,Master,63871.0,17,MORTGAGE,10247.0,PERSONAL,17.32,0.16,9.0,715,No,1
33.0,male,Associate,85203.0,11,MORTGAGE,14000.0,VENTURE,10.42,0.16,10.0,616,Yes,0
28.0,female,Master,99490.0,8,MORTGAGE,25000.0,HOMEIMPROVEMENT,16.29,0.25,5.0,648,Yes,0
26.0,female,Associate,101106.0,0,MORTGAGE,6500.0,MEDICAL,8.59,0.06,2.0,620,Yes,0
25.0,male,High School,22616.0,4,RENT,1211.0,DEBTCONSOLIDATION,11.34,0.05,4.0,672,No,0
22.0,male,High School,24389.0,0,RENT,7750.0,MEDICAL,14.83,0.32,4.0,686,No,1
25.0,male,High School,121016.0,3,OWN,15000.0,HOMEIMPROVEMENT,6.17,0.12,4.0,605,Yes,0
23.0,female,High School,73023.0,2,OWN,18000.0,EDUCATION,6.91,0.25,3.0,556,Yes,0
26.0,female,Master,38029.0,1,RENT,10000.0,DEBTCONSOLIDATION,11.49,0.26,3.0,646,No,1
31.0,male,Associate,79255.0,10,MORTGAGE,7000.0,DEBTCONSOLIDATION,8.0,0.09,8.0,650,Yes,0
22.0,male,Associate,46188.0,0,RENT,12000.0,EDUCATION,10.29,0.26,4.0,477,No,1
25.0,male,Bachelor,35310.0,6,RENT,8640.0,MEDICAL,12.83,0.24,3.0,683,No,1
25.0,female,High School,50404.0,2,RENT,7606.0,VENTURE,10.86,0.15,4.0,673,Yes,0
23.0,male,High School,63481.0,1,RENT,6600.0,DEBTCONSOLIDATION,7.49,0.1,3.0,677,Yes,0
38.0,male,Master,483809.0,13,MORTGAGE,30631.0,MEDICAL,11.76,0.06,10.0,619,No,1
25.0,male,High School,157140.0,3,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.45,0.16,4.0,688,Yes,0
22.0,male,Bachelor,37084.0,1,RENT,10000.0,PERSONAL,10.31,0.27,4.0,609,No,1
28.0,female,Bachelor,68440.0,5,MORTGAGE,13000.0,VENTURE,9.98,0.19,5.0,628,Yes,0
33.0,female,Bachelor,168719.0,13,RENT,25000.0,EDUCATION,15.58,0.15,10.0,660,Yes,0
23.0,female,Associate,67103.0,0,RENT,4000.0,PERSONAL,11.86,0.06,4.0,656,Yes,0
26.0,male,Bachelor,73080.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.42,0.16,3.0,676,No,0
22.0,female,Bachelor,87358.0,0,RENT,5000.0,MEDICAL,11.49,0.06,3.0,534,Yes,0
23.0,male,Associate,55026.0,4,MORTGAGE,3000.0,MEDICAL,10.74,0.05,4.0,510,Yes,0
43.0,male,High School,60731.0,15,RENT,4500.0,PERSONAL,10.74,0.07,16.0,628,Yes,0
24.0,female,Associate,133070.0,0,RENT,13000.0,DEBTCONSOLIDATION,8.9,0.1,2.0,553,Yes,0
25.0,female,High School,54803.0,1,RENT,15000.0,DEBTCONSOLIDATION,11.01,0.27,3.0,632,No,1
26.0,male,High School,153415.0,1,MORTGAGE,4900.0,DEBTCONSOLIDATION,11.01,0.03,3.0,619,Yes,0
27.0,male,Bachelor,65990.0,3,RENT,12000.0,DEBTCONSOLIDATION,9.07,0.18,7.0,678,Yes,0
42.0,male,Associate,360723.0,20,RENT,16000.0,MEDICAL,9.63,0.04,15.0,639,No,0
26.0,female,Bachelor,77901.0,2,RENT,3000.0,MEDICAL,11.01,0.04,4.0,696,Yes,0
35.0,male,Master,70025.0,12,RENT,2054.0,DEBTCONSOLIDATION,6.69,0.03,9.0,605,No,1
22.0,male,Associate,61083.0,0,RENT,3200.0,VENTURE,8.49,0.05,4.0,675,No,0
27.0,male,High School,126814.0,6,MORTGAGE,24000.0,PERSONAL,6.17,0.19,6.0,638,No,0
29.0,male,Bachelor,108311.0,5,RENT,1840.0,PERSONAL,12.81,0.02,7.0,658,Yes,0
27.0,male,Associate,58361.0,0,RENT,6000.0,EDUCATION,12.99,0.1,7.0,666,Yes,0
33.0,female,Associate,87519.0,12,MORTGAGE,5000.0,PERSONAL,6.99,0.06,5.0,624,No,0
23.0,male,High School,32035.0,3,RENT,6000.0,DEBTCONSOLIDATION,11.01,0.19,4.0,635,No,0
28.0,female,Master,55034.0,5,MORTGAGE,10000.0,DEBTCONSOLIDATION,5.99,0.18,10.0,685,No,0
25.0,male,Associate,29861.0,0,RENT,9600.0,PERSONAL,11.71,0.32,3.0,598,No,1
23.0,female,Associate,95789.0,0,MORTGAGE,3200.0,EDUCATION,7.88,0.03,2.0,614,Yes,0
27.0,male,Bachelor,105504.0,8,MORTGAGE,21125.0,VENTURE,13.92,0.2,5.0,673,Yes,0
25.0,female,High School,36759.0,6,RENT,5000.0,EDUCATION,7.9,0.14,3.0,604,No,0
29.0,female,Bachelor,119616.0,6,RENT,12500.0,HOMEIMPROVEMENT,11.01,0.1,9.0,653,Yes,0
23.0,male,High School,49296.0,0,RENT,10000.0,MEDICAL,11.01,0.2,2.0,601,Yes,0
28.0,male,Master,152376.0,5,MORTGAGE,7563.0,HOMEIMPROVEMENT,13.07,0.05,4.0,639,No,0
32.0,male,Associate,188986.0,8,MORTGAGE,7215.0,PERSONAL,7.69,0.04,7.0,564,Yes,0
22.0,male,Bachelor,64554.0,0,MORTGAGE,1000.0,DEBTCONSOLIDATION,15.27,0.02,4.0,626,Yes,0
27.0,female,Master,89624.0,5,MORTGAGE,8000.0,DEBTCONSOLIDATION,8.89,0.09,5.0,657,No,1
28.0,male,Associate,240850.0,3,RENT,16000.0,PERSONAL,10.91,0.07,9.0,680,No,0
23.0,female,Bachelor,18776.0,3,RENT,1400.0,DEBTCONSOLIDATION,15.62,0.07,3.0,558,No,1
36.0,female,Associate,55055.0,11,MORTGAGE,16750.0,EDUCATION,7.88,0.3,13.0,619,Yes,0
23.0,male,Associate,140428.0,1,MORTGAGE,15825.0,EDUCATION,15.62,0.11,4.0,571,Yes,0
23.0,male,High School,70442.0,2,RENT,10000.0,DEBTCONSOLIDATION,11.25,0.14,3.0,613,No,0
28.0,male,Bachelor,43125.0,2,RENT,1800.0,MEDICAL,8.23,0.04,5.0,639,Yes,0
24.0,male,Associate,36805.0,0,MORTGAGE,2400.0,DEBTCONSOLIDATION,13.11,0.07,2.0,560,No,0
40.0,male,High School,118587.0,16,RENT,25000.0,DEBTCONSOLIDATION,19.04,0.21,16.0,584,No,1
30.0,female,Bachelor,61097.0,7,MORTGAGE,1875.0,DEBTCONSOLIDATION,8.0,0.03,9.0,629,Yes,0
29.0,male,Bachelor,80813.0,4,RENT,2668.0,DEBTCONSOLIDATION,12.63,0.03,5.0,675,No,1
26.0,male,High School,218950.0,2,MORTGAGE,24000.0,MEDICAL,11.01,0.11,4.0,556,Yes,0
35.0,male,High School,79683.0,12,RENT,19000.0,HOMEIMPROVEMENT,11.14,0.24,7.0,614,Yes,0
36.0,female,Master,41155.0,14,OWN,15000.0,VENTURE,18.39,0.36,16.0,704,No,0
24.0,male,Bachelor,103060.0,1,MORTGAGE,8000.0,PERSONAL,14.98,0.08,3.0,617,No,0
32.0,female,Bachelor,187273.0,9,MORTGAGE,15000.0,EDUCATION,11.23,0.08,8.0,595,No,0
23.0,male,High School,90415.0,0,MORTGAGE,21568.0,DEBTCONSOLIDATION,10.33,0.24,4.0,625,No,0
37.0,male,Associate,39209.0,14,OWN,12150.0,HOMEIMPROVEMENT,6.62,0.31,13.0,611,Yes,0
24.0,male,Bachelor,105441.0,1,RENT,4500.0,VENTURE,11.01,0.04,4.0,600,Yes,0
28.0,male,Bachelor,39702.0,4,RENT,10234.0,MEDICAL,7.36,0.26,8.0,615,No,1
43.0,male,Bachelor,14341.0,20,RENT,1950.0,EDUCATION,11.01,0.14,11.0,707,No,1
30.0,male,Bachelor,109839.0,6,MORTGAGE,9500.0,MEDICAL,10.45,0.09,6.0,572,Yes,0
24.0,male,Master,89648.0,4,OWN,5000.0,EDUCATION,14.09,0.06,4.0,663,Yes,0
28.0,male,Bachelor,73077.0,4,RENT,12000.0,VENTURE,9.91,0.16,10.0,613,Yes,0
26.0,male,High School,74571.0,4,RENT,7150.0,HOMEIMPROVEMENT,6.99,0.1,2.0,547,Yes,0
25.0,female,Associate,49236.0,2,MORTGAGE,4750.0,DEBTCONSOLIDATION,11.01,0.1,3.0,682,No,0
25.0,male,Bachelor,61044.0,0,RENT,3000.0,HOMEIMPROVEMENT,6.03,0.05,3.0,590,Yes,0
24.0,female,Master,82558.0,0,RENT,13500.0,EDUCATION,12.21,0.16,2.0,590,Yes,0
30.0,male,Bachelor,52669.0,10,OWN,2000.0,HOMEIMPROVEMENT,10.99,0.04,9.0,711,Yes,0
24.0,male,High School,49360.0,5,MORTGAGE,3000.0,EDUCATION,15.65,0.06,2.0,588,No,0
33.0,female,High School,50385.0,10,MORTGAGE,9000.0,MEDICAL,11.01,0.18,9.0,643,Yes,0
32.0,female,Associate,130699.0,10,RENT,15000.0,PERSONAL,10.0,0.11,9.0,655,No,0
24.0,female,Bachelor,96852.0,1,MORTGAGE,6182.0,PERSONAL,12.77,0.06,3.0,602,No,1
25.0,female,Associate,65750.0,0,RENT,3000.0,VENTURE,9.32,0.05,3.0,625,Yes,0
24.0,male,High School,102754.0,0,RENT,7200.0,EDUCATION,9.24,0.07,4.0,619,No,0
21.0,male,Master,51439.0,0,OWN,5000.0,EDUCATION,17.49,0.1,2.0,588,Yes,0
23.0,male,Master,97138.0,1,MORTGAGE,9000.0,EDUCATION,7.49,0.09,4.0,664,Yes,0
30.0,female,Doctorate,150555.0,4,MORTGAGE,8000.0,MEDICAL,8.07,0.05,9.0,716,No,0
26.0,male,Bachelor,88638.0,2,MORTGAGE,12000.0,EDUCATION,7.95,0.14,4.0,598,No,0
25.0,male,Master,106218.0,3,MORTGAGE,11000.0,PERSONAL,11.14,0.1,2.0,618,Yes,0
25.0,male,Master,35596.0,3,RENT,5575.0,PERSONAL,6.62,0.16,4.0,587,Yes,0
24.0,female,High School,50079.0,1,MORTGAGE,2500.0,VENTURE,7.29,0.05,2.0,655,No,0
23.0,female,Associate,20424.0,0,RENT,5000.0,PERSONAL,12.08,0.24,3.0,587,No,1
66.0,male,Bachelor,51412.0,45,RENT,6476.0,MEDICAL,10.05,0.13,24.0,733,No,0
46.0,male,Master,54748.0,22,MORTGAGE,6000.0,PERSONAL,13.67,0.11,12.0,706,No,0
27.0,female,Associate,90549.0,5,MORTGAGE,6625.0,DEBTCONSOLIDATION,11.01,0.07,10.0,667,Yes,0
23.0,male,Master,44320.0,0,RENT,6000.0,EDUCATION,8.9,0.14,3.0,648,No,0
23.0,male,Bachelor,120500.0,3,RENT,22000.0,DEBTCONSOLIDATION,7.88,0.18,4.0,646,No,0
39.0,male,Bachelor,59991.0,18,RENT,15175.0,DEBTCONSOLIDATION,19.13,0.25,11.0,676,No,1
21.0,female,High School,49021.0,1,MORTGAGE,2000.0,EDUCATION,12.99,0.04,4.0,624,Yes,0
27.0,male,Bachelor,53829.0,3,RENT,4838.0,HOMEIMPROVEMENT,7.77,0.09,9.0,679,Yes,0
24.0,male,High School,81892.0,2,RENT,10000.0,DEBTCONSOLIDATION,16.02,0.12,2.0,627,Yes,0
24.0,female,Bachelor,63237.0,0,OWN,7000.0,DEBTCONSOLIDATION,14.09,0.11,4.0,679,Yes,0
22.0,male,High School,32877.0,2,RENT,3500.0,PERSONAL,15.27,0.11,3.0,659,No,0
27.0,female,High School,58700.0,5,OWN,14000.0,VENTURE,11.01,0.24,8.0,592,Yes,0
21.0,female,Bachelor,31450.0,0,RENT,6000.0,DEBTCONSOLIDATION,11.01,0.19,4.0,587,Yes,0
25.0,female,High School,121016.0,0,RENT,20000.0,HOMEIMPROVEMENT,13.06,0.17,2.0,672,No,0
38.0,male,High School,67214.0,18,RENT,6000.0,PERSONAL,13.08,0.09,12.0,634,No,0
23.0,male,High School,68765.0,3,MORTGAGE,12000.0,EDUCATION,5.42,0.17,2.0,556,No,0
33.0,male,Associate,53838.0,11,MORTGAGE,7000.0,HOMEIMPROVEMENT,8.05,0.13,8.0,680,No,0
32.0,male,High School,48933.0,7,MORTGAGE,1500.0,HOMEIMPROVEMENT,15.99,0.03,8.0,555,Yes,0
31.0,female,Bachelor,87669.0,11,RENT,4000.0,EDUCATION,9.99,0.05,5.0,653,No,0
25.0,male,Master,29110.0,2,MORTGAGE,3500.0,PERSONAL,15.58,0.12,2.0,532,No,1
31.0,male,High School,66087.0,6,MORTGAGE,6000.0,DEBTCONSOLIDATION,7.14,0.09,5.0,675,No,0
29.0,female,Master,121176.0,10,MORTGAGE,10000.0,VENTURE,14.81,0.08,10.0,649,No,0
32.0,male,Associate,117583.0,10,MORTGAGE,5500.0,HOMEIMPROVEMENT,12.18,0.05,9.0,604,Yes,0
26.0,female,Doctorate,66910.0,5,MORTGAGE,7000.0,VENTURE,12.53,0.1,4.0,566,No,0
25.0,female,Associate,120983.0,0,MORTGAGE,24000.0,MEDICAL,11.02,0.2,4.0,679,No,0
23.0,male,High School,83739.0,0,RENT,9000.0,EDUCATION,9.63,0.11,4.0,575,No,1
25.0,male,High School,79227.0,1,RENT,4000.0,PERSONAL,6.27,0.05,3.0,580,Yes,0
25.0,male,Bachelor,102993.0,0,MORTGAGE,7500.0,VENTURE,12.37,0.07,4.0,538,Yes,0
36.0,female,Bachelor,58588.0,15,RENT,12150.0,PERSONAL,5.79,0.21,14.0,551,Yes,0
20.0,female,High School,226710.0,0,OWN,2000.0,VENTURE,8.59,0.01,4.0,619,Yes,0
22.0,female,High School,24092.0,0,OWN,2400.0,VENTURE,10.59,0.1,3.0,654,No,0
24.0,male,Master,61400.0,1,RENT,10000.0,DEBTCONSOLIDATION,7.29,0.16,4.0,662,Yes,0
39.0,female,Master,63705.0,19,RENT,5000.0,EDUCATION,11.01,0.08,17.0,693,Yes,0
22.0,female,High School,62740.0,0,RENT,10000.0,PERSONAL,9.75,0.16,3.0,569,No,0
31.0,male,Associate,87586.0,7,RENT,4392.0,EDUCATION,6.1,0.05,7.0,685,Yes,0
43.0,male,High School,321399.0,20,MORTGAGE,21000.0,DEBTCONSOLIDATION,12.69,0.07,13.0,645,Yes,0
32.0,female,Master,36929.0,6,RENT,3500.0,PERSONAL,11.71,0.09,10.0,659,No,1
21.0,male,Bachelor,67281.0,0,RENT,4800.0,EDUCATION,11.12,0.07,4.0,694,Yes,0
21.0,female,Bachelor,36999.0,0,RENT,2400.0,HOMEIMPROVEMENT,17.19,0.06,2.0,659,No,1
24.0,female,High School,73404.0,6,MORTGAGE,14000.0,VENTURE,8.26,0.19,3.0,617,Yes,0
28.0,male,Doctorate,75097.0,3,RENT,4000.0,HOMEIMPROVEMENT,10.95,0.05,8.0,600,Yes,0
28.0,male,Master,54991.0,5,RENT,12000.0,EDUCATION,5.42,0.22,10.0,629,No,0
26.0,male,Master,108920.0,0,RENT,7000.0,PERSONAL,13.49,0.06,3.0,617,No,0
27.0,male,Bachelor,53051.0,3,RENT,4200.0,MEDICAL,10.74,0.08,6.0,525,Yes,0
34.0,male,Associate,59084.0,12,RENT,3000.0,VENTURE,11.83,0.05,10.0,672,No,0
27.0,female,Associate,71342.0,4,RENT,21787.0,MEDICAL,15.05,0.31,5.0,613,No,1
22.0,male,High School,129274.0,0,RENT,24053.0,HOMEIMPROVEMENT,18.04,0.19,4.0,594,No,1
27.0,male,Master,96984.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,12.68,0.1,5.0,643,Yes,0
23.0,male,Associate,32355.0,2,RENT,2200.0,DEBTCONSOLIDATION,9.91,0.07,2.0,620,No,1
25.0,female,Bachelor,48842.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.14,0.2,4.0,654,No,0
24.0,female,Bachelor,50421.0,1,RENT,2400.0,EDUCATION,12.68,0.05,2.0,592,No,0
23.0,female,High School,43423.0,2,RENT,9600.0,VENTURE,11.89,0.22,2.0,592,No,0
23.0,male,Associate,51501.0,0,RENT,6000.0,HOMEIMPROVEMENT,13.73,0.12,4.0,662,No,1
24.0,male,Bachelor,96998.0,2,RENT,20000.0,VENTURE,13.06,0.21,4.0,673,No,0
30.0,male,High School,87344.0,7,MORTGAGE,6532.0,EDUCATION,9.81,0.07,7.0,663,Yes,0
32.0,female,Master,42733.0,11,MORTGAGE,12000.0,PERSONAL,10.25,0.28,9.0,614,No,0
24.0,male,Associate,38624.0,4,RENT,13500.0,VENTURE,13.43,0.35,4.0,557,No,1
25.0,male,Associate,67888.0,2,MORTGAGE,10250.0,PERSONAL,14.65,0.15,4.0,631,No,0
24.0,female,High School,31097.0,1,RENT,5611.0,VENTURE,11.78,0.18,4.0,630,Yes,0
24.0,male,High School,65717.0,0,RENT,12500.0,VENTURE,14.5,0.19,4.0,613,No,1
26.0,male,Associate,96837.0,2,MORTGAGE,3000.0,HOMEIMPROVEMENT,8.0,0.03,3.0,652,Yes,0
25.0,male,Bachelor,145316.0,1,RENT,8000.0,EDUCATION,11.01,0.06,3.0,619,No,0
36.0,male,Associate,141310.0,12,MORTGAGE,20400.0,HOMEIMPROVEMENT,13.06,0.14,11.0,597,Yes,0
22.0,female,Bachelor,37220.0,0,RENT,12000.0,EDUCATION,13.65,0.32,3.0,641,No,1
27.0,male,Master,84945.0,9,MORTGAGE,6000.0,HOMEIMPROVEMENT,7.29,0.07,5.0,696,Yes,0
27.0,male,Associate,97205.0,4,RENT,12800.0,HOMEIMPROVEMENT,18.67,0.13,6.0,644,No,0
23.0,male,Associate,32476.0,2,RENT,5400.0,EDUCATION,10.38,0.17,2.0,678,Yes,0
